"Name","Place Type","Place Tags","Keg Count","Address","City","State","Postcode","Country","Place Radius (m)"
"Pinara Resort Hotel","Venue",,"0",,,,,,"50"
"The Holiday Resort Hotel","Venue",,"0",,,,,,"50"
"Dream Cave Hotel","Venue",,"0",,,,,,"50"
"Dalyan Plaza Hotel","Venue",,"0",,,,,,"50"
"Hotel By Pablo Alabanda","Venue",,"0",,,,,,"50"
"Hotel Royal Palm Area","Venue",,"0",,,,,,"50"
"Club Hotel Palme","Venue",,"0",,,,,,"50"
"Club Hotel Ulaslar","Venue",,"0",,,,,,"50"
"Grand Paradise Hotel","Venue",,"0",,,,,,"50"
"Hotel Aska Baran","Venue",,"0",,,,,,"50"
"Hotel Club Big Blue","Venue",,"0",,,,,,"50"
"Hotel Fun Point Suite","Venue",,"0",,,,,,"50"
"Hotel Saphir Resort and Spa","Venue",,"0",,,,,,"50"
"Hotel Sun Fire Beach","Venue",,"0",,,,,,"50"
"Hotel Utopia World","Venue",,"0",,,,,,"50"
"Incekum West Hotel","Venue",,"0",,,,,,"50"
"Lemon Beach Hotel","Venue",,"0",,,,,,"50"
"Oba Star Hotel and Spa","Venue",,"0",,,,,,"50"
"Serapsu Hotel","Venue",,"0",,,,,,"50"
"Taksim International Obakoy Hotel","Venue",,"0",,,,,,"50"
"Asos Thermal Deluxe Hotel","Venue",,"0",,,,,,"50"
"Celik Apart Hotel Dalyan","Venue",,"0",,,,,,"50"
"Apart Hotel Karakas","Venue",,"0",,,,,,"50"
"Hotel Butik","Venue",,"0",,,,,,"50"
"Hotel Juniper","Venue",,"0",,,,,,"50"
"Hotel Mert","Venue",,"0",,,,,,"50"
"Hotel Rima","Venue",,"0",,,,,,"50"
"Arion Resort Hotel","Venue",,"0",,,,,,"50"
"Bodrum Gulet Hotel","Venue",,"0",,,,,,"50"
"Club Amarissa Hotel","Venue",,"0",,,,,,"50"
"Hotel and Pension Gulec","Venue",,"0",,,,,,"50"
"Medis Hotel","Venue",,"0",,,,,,"50"
"Rexene Resort Hotel Asarlik Gumbet Bodrum","Venue",,"0",,,,,,"50"
"Simba Hotel","Venue",,"0",,,,,,"50"
"Villa Kilic Hotel","Venue",,"0",,,,,,"50"
"Nilay Apart Hotel","Venue",,"0",,,,,,"50"
"Selcuk Hotel","Venue",,"0",,,,,,"50"
"Kozakli Grand Termal Hotel","Venue",,"0",,,,,,"50"
"Allstar Ck Farabi Hotel","Venue",,"0",,,,,,"50"
"St Nicholas Park Hotel","Venue",,"0",,,,,,"50"
"Yelken Blue Life Spa and Wellness Hotel","Venue",,"0",,,,,,"50"
"Blue Regency Hotel","Venue",,"0",,,,,,"50"
"The Maltepe Hotel","Venue",,"0",,,,,,"50"
"Hotel Santa Hill","Venue",,"0",,,,,,"50"
"Buyuk Samsun Hotel","Venue",,"0",,,,,,"50"
"Dedeman Antalya Hotel and Convention Center","Venue",,"0",,,,,,"50"
"Crowne Plaza Hotel Istanbul Harbiye","Venue",,"0",,,,,,"50"
"Opera Hotel Boutique","Venue",,"0",,,,,,"50"
"Mara Hotel","Venue",,"0",,,,,,"50"
"Elite World Van Hotel","Venue",,"0",,,,,,"50"
"Wyndham Istanbul Petek Hotel","Venue",,"0",,,,,,"50"
"Marya Hotel","Venue",,"0",,,,,,"50"
"Alhas Hotel","Venue",,"0",,,,,,"50"
"Bursa Palas Hotel","Venue",,"0",,,,,,"50"
"Sheraton Bursa Hotel","Venue",,"0",,,,,,"50"
"Anatelein Boutique Hotel","Venue",,"0",,,,,,"50"
"Dere Suites Cappadocia Hotel","Venue",,"0",,,,,,"50"
"Buyuk Hotel Eskisehir","Venue",,"0",,,,,,"50"
"Teymur Continental Hotel","Venue",,"0",,,,,,"50"
"Comfort Beige Istanbul Hotel","Venue",,"0",,,,,,"50"
"Hotel Grand Zentrum","Venue",,"0",,,,,,"50"
"Listana Hotel","Venue",,"0",,,,,,"50"
"Ramada Hotel and Suites Istanbul Atakoy","Venue",,"0",,,,,,"50"
"Tempo Hotel 4Levent","Venue",,"0",,,,,,"50"
"The Pera Hill Hotel","Venue",,"0",,,,,,"50"
"Topkapi Inter Hotel","Venue",,"0",,,,,,"50"
"Mehtap Family Hotel","Venue",,"0",,,,,,"50"
"Hotel Carino","Venue",,"0",,,,,,"50"
"Silence Istanbul Hotel Gold","Venue",,"0",,,,,,"50"
"Nidya Galataport Hotel Non Refundable Room","Venue",,"0",,,,,,"50"
"Hotel Buyukhanli Park and Residence","Venue",,"0",,,,,,"50"
"Patalya Thermal Resort Hotel","Venue",,"0",,,,,,"50"
"Royal Anka Hotel","Venue",,"0",,,,,,"50"
"Sheraton Hotel and Convention Center Ankara","Venue",,"0",,,,,,"50"
"Hotel Anemurion","Venue",,"0",,,,,,"50"
"Agaoglu My Resort Hotel","Venue",,"0",,,,,,"50"
"Gold 2 Thermal Hotel","Venue",,"0",,,,,,"50"
"Hotel Fahri","Venue",,"0",,,,,,"50"
"Hotel Grand Yazici","Venue",,"0",,,,,,"50"
"Kirazli Hotel","Venue",,"0",,,,,,"50"
"Hotel Akbulut and Spa","Venue",,"0",,,,,,"50"
"Hotel Grand Albatros","Venue",,"0",,,,,,"50"
"Paloma Rina Hotel","Venue",,"0",,,,,,"50"
"Suhan Hotel","Venue",,"0",,,,,,"50"
"Hotel Grand Yilmaz","Venue",,"0",,,,,,"50"
"Esentepe Hotel","Venue",,"0",,,,,,"50"
"Anemon Afyon Termal Spa Hotel","Venue",,"0",,,,,,"50"
"In Alti Termal Hotel","Venue",,"0",,,,,,"50"
"Emir Royal Hotel Luxry","Venue",,"0",,,,,,"50"
"Kaya Premium Hotel","Venue",,"0",,,,,,"50"
"Hotel Buyuk Velic","Venue",,"0",,,,,,"50"
"Zingaro Hotel","Venue",,"0",,,,,,"50"
"Cevahir Hotel Istanbul Asia","Venue",,"0",,,,,,"50"
"Chatto Boutique Hotel","Venue",,"0",,,,,,"50"
"Comfort Life Hotel Aksaray","Venue",,"0",,,,,,"50"
"Ena Hotel Bodrum","Venue",,"0",,,,,,"50"
"Comfort Elite Hotels Sultanahmet","Venue",,"0",,,,,,"50"
"Pamphylia Hotel Non Refundable Room","Venue",,"0",,,,,,"50"
"Yagci Hotel","Venue",,"0",,,,,,"50"
"Dandy Hotel Daan Elite Twin With View","Venue",,"0",,,,,,"50"
"Dandy Hotel Daan Deluxe Double","Venue",,"0",,,,,,"50"
"Dandy Hotel Tianmu Twin","Venue",,"0",,,,,,"50"
"Boulder Dam Hotel","Venue",,"0",,,,,,"50"
"Hotel Riverside Studios","Venue",,"0",,,,,,"50"
"Edwardian San Francisco Hotel","Venue",,"0","1659 Market Street","San Francisco","California","94103","United States","50"
"Lincoln Plaza Hotel","Venue",,"0",,,,,,"50"
"The Lofts Hotel","Venue",,"0","33 East Nationwide Boulevard","Columbus","Ohio","43215","United States","50"
"Lafayette Hotel","Venue",,"0","100 West Ohio Street","Marietta","Ohio","45750","United States","50"
"Ft. Lauderdale Beach Resort Hotel & Suites","Venue",,"0",,,,,,"50"
"Grant Plaza Hotel","Venue",,"0","430 Grant Avenue","San Francisco","California","94108","United States","50"
"Siena Hotel Spa Casino","Venue",,"0","30 North Virginia Street","Reno","Nevada","89501","United States","50"
"Red Lion Hotel Tacoma","Venue",,"0",,,,,,"50"
"The Ballantyne Resort, A Luxury Collection Hotel","Venue",,"0",,,,,,"50"
"Super 8 Hotel - Baytown","Venue",,"0",,,,,,"50"
"The Mosaic Hotel - Beverly Hills","Venue",,"0",,,,,,"50"
"Ayres Hotel Anaheim","Venue",,"0",,,,,,"50"
"La Kiva Hotel And Conv Center","Venue",,"0",,,,,,"50"
"Write Inn Hotel","Venue",,"0",,,,,,"50"
"The San Franciscan Hotel","Venue",,"0","120 Mason Street","San Francisco","California","94102","United States","50"
"Clarion Hotel Conference Ctr","Venue",,"0",,,,,,"50"
"Charlesmark Hotel","Venue",,"0",,,,,,"50"
"The Stowaway Grand Hotel","Venue",,"0",,,,,,"50"
"Meadowlands Plaza Hotel","Venue",,"0",,,,,,"50"
"Hotel 31","Venue",,"0",,,,,,"50"
"The Quarterage Hotel","Venue",,"0",,,,,,"50"
"Waldorf-Astoria Hotel","Venue",,"0",,,,,,"50"
"Hotel Churchill","Venue",,"0",,,,,,"50"
"Hotel Des Artistes","Venue",,"0",,,,,,"50"
"Benham Hotel (historical)","Venue",,"0",,,,,,"50"
"Travelodge Nags Head Beach Hotel","Venue",,"0",,,,,,"50"
"Grand Pacific Palisades Hotel","Venue",,"0",,,,,,"50"
"Clarion Hotel Monterey","Venue",,"0","1030 Munras Avenue","Monterey","California","93940","United States","50"
"Best Western Bell Hotel","Venue",,"0",,,,,,"50"
"Best Western Seville Plaza Hotel","Venue",,"0",,,,,,"50"
"Hotel Nacogdoches","Venue",,"0",,,,,,"50"
"LaSalle Hotel","Venue",,"0",,,,,,"50"
"Renaissance Hollywood Hotel","Venue",,"0",,,,,,"50"
"The Grand America Hotel","Venue",,"0",,,,,,"50"
"Red Lion Templins Hotel","Venue",,"0",,,,,,"50"
"Ramada Plaza Hotel Cincinnati North","Venue",,"0",,,,,,"50"
"Moorpark Hotel, a Joie de Vivre Boutique Hotel","Venue",,"0","609 Saratoga Avenue","San Jose","California","2052","United States","50"
"Best Western Naples Plaza Hotel","Venue",,"0",,,,,,"50"
"Beachwalk Hotel","Venue",,"0",,,,,,"50"
"Fiesta Henderson Casino Hotel","Venue",,"0",,,,,,"50"
"Hotel Gulch","Venue",,"0",,,,,,"50"
"Best Western Inn Towne Hotel","Venue",,"0",,,,,,"50"
"The Plaza Hotel Cleveland Airport","Venue",,"0","7219 Engle Road","Middleburg Heights","Ohio","44130","United States","50"
"Green Oaks Hotel","Venue",,"0",,,,,,"50"
"Red Lion Canyon Springs Hotel","Venue",,"0",,,,,,"50"
"Park South Hotel","Venue",,"0",,,,,,"50"
"Howard Johnson Plaza Hotel Williamsburg","Venue",,"0",,,,,,"50"
"Royal St Charles Hotel","Venue",,"0",,,,,,"50"
"CrestHill Suites Hotel - Wichita","Venue",,"0",,,,,,"50"
"Belden Stratford Hotel","Venue",,"0",,,,,,"50"
"Renaissance Richardson Hotel","Venue",,"0",,,,,,"50"
"Sheraton Baton Rouge Convention Center Hotel","Venue",,"0",,,,,,"50"
"Savoy Hotel & Suites","Venue",,"0",,,,,,"50"
"Best Western Addison / Galleria Hotel and Suites","Venue",,"0",,,,,,"50"
"North Conway Grand Hotel","Venue",,"0",,,,,,"50"
"Sam's Town Hotel and Casino","Venue",,"0",,,,,,"50"
"The Hotel Telluride","Venue",,"0",,,,,,"50"
"Lake Hotel","Venue",,"0",,,,,,"50"
"Hotel Olympian","Venue",,"0",,,,,,"50"
"El Fidel Hotel Historic Site","Venue",,"0",,,,,,"50"
"Drake Hotel Historic Site","Venue",,"0",,,,,,"50"
"Castaneda Hotel Historic Site","Venue",,"0",,,,,,"50"
"Berkshire Hotel Historic Site","Venue",,"0",,,,,,"50"
"American Hotel Historic Site","Venue",,"0",,,,,,"50"
"Hotel Lake Dam","Venue",,"0",,,,,,"50"
"Hotel Twin Dam","Venue",,"0",,,,,,"50"
"Hotel Gulch","Venue",,"0",,,,,,"50"
"The Westin Bonaventure Hotel Heliport","Venue",,"0",,,,,,"50"
"Swazey Hotel","Venue",,"0","Green Street","Bridgeport","California","93517","United States","50"
"Mitchler Hotel","Venue",,"0","457 Main Street","Murphys","California","95247","United States","50"
"Hotel Gulch","Venue",,"0","Usal Road","Westport","California","95488","United States","50"
"Hotel Camp","Venue",,"0",,,"California",,"United States","50"
"Eagle Hotel","Venue",,"0",,,,,,"50"
"Bluebird Hotel","Venue",,"0","405 Third Street","San Juan Bautista","California","95045","United States","50"
"The Hotel Westcourt Heliport","Venue",,"0",,,,,,"50"
"Hotel Point","Venue",,"0",,,,,,"50"
"El Tovar Hotel","Venue",,"0",,,,,,"50"
"Upper Hotel Lake Dam","Venue",,"0",,,,,,"50"
"The Hotel Hershey","Venue",,"0","100 Hotel Road","Hershey","Pennsylvania","17033","United States","50"
"Pocono Hotel Dam","Venue",,"0",,,,,,"50"
"Canadensis Hotel Dam","Venue",,"0",,,,,,"50"
"Hotel Creek","Venue",,"0",,,,,,"50"
"Werners Hotel","Venue",,"0",,,,,,"50"
"LaSalle Hotel (historical)","Venue",,"0",,,,,,"50"
"Site of 1857 Hotel Historical Marker","Venue",,"0",,,,,,"50"
"Eldorado Hotel Historic Site","Venue",,"0",,,,,,"50"
"Exchange Hotel Historic Site","Venue",,"0",,,,,,"50"
"Foster Hotel Historic Site","Venue",,"0",,,,,,"50"
"Hall Hotel Historic Site","Venue",,"0",,,,,,"50"
"Davenport Hotel","Venue",,"0",,,,,,"50"
"Tri-Arc Hotel Helipad","Venue",,"0",,,,,,"50"
"Little Hotel Campground","Venue",,"0",,,,,,"50"
"Hotel Spring","Venue",,"0",,,,,,"50"
"Frenchglen Hotel State Park","Venue",,"0",,,,,,"50"
"Phelps Hotel Historical Marker","Venue",,"0",,,,,,"50"
"Browns Hotel (historical)","Venue",,"0",,,,,,"50"
"Hotel Broadwater (historical)","Venue",,"0",,,,,,"50"
"Hoteling Creek","Venue",,"0",,,,,,"50"
"East Fork Hotel Creek","Venue",,"0",,,,,,"50"
"Hotelling Gulch","Venue",,"0",,,,,,"50"
"Hotel Rock","Venue",,"0",,,,,,"50"
"Hotel Bottom","Venue",,"0",,,,,,"50"
"Massasoit Hotel","Venue",,"0",,,,,,"50"
"Schneider Hotel","Venue",,"0",,,,,,"50"
"Kempt Hotel Well","Venue",,"0",,,,,,"50"
"Hotel Turkey","Venue",,"0",,,,,,"50"
"Hilton Hotel","Venue",,"0",,,,,,"50"
"Clark Hotel Museum","Venue",,"0",,,,,,"50"
"Mahogany Hotel Spring","Venue",,"0",,,,,,"50"
"Western Hotel","Venue",,"0",,,,,,"50"
"Santa Clara Hotel Historic Site","Venue",,"0",,,,,,"50"
"Rex Hotel Historic Site","Venue",,"0",,,,,,"50"
"Palace Hotel Historic Site","Venue",,"0",,,,,,"50"
"Montezuma Hotel Complex Historic Site","Venue",,"0",,,,,,"50"
"Hotel Mac","Venue",,"0",,,,,,"50"
"Hidalgo Hotel","Venue",,"0",,,,,,"50"
"Harvey Hotel Historic Site","Venue",,"0",,,,,,"50"
"Old Algerita Hotel","Venue",,"0",,,,,,"50"
"Pence Springs Hotel Historic District","Venue",,"0","Sunfish Trail",,"West Virginia","24962","United States","50"
"Fort Lauderdale Beach Palace Hotel and Suites","Venue",,"0",,,,,,"50"
"Anabella Hotel","Venue",,"0",,,,,,"50"
"Onyx Hotel","Venue",,"0",,,,,,"50"
"Y O Ranch Resort Hotel","Venue",,"0",,,,,,"50"
"The Governor Hotel","Venue",,"0",,,,,,"50"
"Red Lion Hotel Hillsboro","Venue",,"0",,,,,,"50"
"Hotel Chelsea","Venue",,"0",,,,,,"50"
"Maui Seaside Hotel","Venue",,"0",,,,,,"50"
"Doubletree Metropolitan Hotel","Venue",,"0",,,,,,"50"
"Best Western Island Palms Hotel & Marina","Venue",,"0",,,,,,"50"
"Sheraton Seattle Hotel","Venue",,"0",,,,,,"50"
"Best Western Socorro Hotel","Venue",,"0",,,,,,"50"
"Bourbon Orleans - A Wyndham Historic Hotel","Venue",,"0",,,,,,"50"
"Edgewater Hotel","Venue",,"0",,,,,,"50"
"Historic Anchorage Hotel","Venue",,"0",,,,,,"50"
"Lake Buena Vista Hotel","Venue",,"0",,,,,,"50"
"Heartbreak Hotel","Venue",,"0",,,,,,"50"
"Days Hotel - Thunderbird Beach Resort","Venue",,"0",,,,,,"50"
"Best Western Plaza Hotel","Venue",,"0",,,,,,"50"
"Universal's Portofino Bay Hotel","Venue",,"0",,,,,,"50"
"Escalante Hotel","Venue",,"0",,,,,,"50"
"Spa Hotel and Casino","Venue",,"0",,,,,,"50"
"Columbia Lakes Resort Hotel","Venue",,"0",,,,,,"50"
"Best Western Sovereign Hotel","Venue",,"0",,,,,,"50"
"The Hotel at Mandalay Bay","Venue",,"0",,,,,,"50"
"Sonesta Bayfront Hotel - Coconut Grove","Venue",,"0",,,,,,"50"
"Hotel Jerome","Venue",,"0",,,,,,"50"
"Hotel Pennsylvania","Venue",,"0",,,,,,"50"
"Hotel Nash","Venue",,"0",,,,,,"50"
"Radisson Hotel Denver Stapleton Plaza","Venue",,"0",,,,,,"50"
"Highland Gardens Hotel","Venue",,"0",,,,,,"50"
"Sheraton City Centre Hotel, Salt Lake","Venue",,"0",,,,,,"50"
"Pan Pacific Hotel","Venue",,"0","507 Mason Street","San Francisco","California","94102","United States","50"
"Best Western Airport Hotel & Suites","Venue",,"0",,,,,,"50"
"Belnord Hotel","Venue",,"0",,,,,,"50"
"Penguin Hotel","Venue",,"0",,,,,,"50"
"Quarter Hotel","Venue",,"0",,,,,,"50"
"Hotel Crescent Court, A Rosewood Hotel","Venue",,"0",,,,,,"50"
"El Tropicano Holiday Inn Riverwalk Hotel","Venue",,"0",,,,,,"50"
"Courtyard by Marriott Boston Tremont Hotel","Venue",,"0",,,,,,"50"
"The Palms Hotel","Venue",,"0",,,,,,"50"
"Hotel Windsor","Venue",,"0",,,,,,"50"
"La Concha Hotel & Spa","Venue",,"0",,,,,,"50"
"Sunrise Hotel San Pedro","Venue",,"0",,,,,,"50"
"Red Lion Hotel Salt Lake Downtown","Venue",,"0",,,,,,"50"
"Galleria Park Hotel","Venue",,"0","185 Sutter Street","San Francisco","California","94104","United States","50"
"Clarion Park Central Hotel","Venue",,"0",,,,,,"50"
"President Hotel","Venue",,"0",,,,,,"50"
"Suburban Extended Stay Hotel","Venue",,"0",,,,,,"50"
"The Queen Anne Hotel","Venue",,"0",,,,,,"50"
"Hotel des Arts","Venue",,"0","#800 445 Bush Street","San Francisco","California","94108","United States","50"
"Hotel Belleclaire","Venue",,"0",,,,,,"50"
"Radisson Paper Valley Hotel","Venue",,"0",,,,,,"50"
"Boomtown Hotel & Casino","Venue",,"0","9915 North Virginia Street","Reno","Nevada","89506","United States","50"
"Hotel Arizona","Venue",,"0",,,,,,"50"
"El Cordova Hotel on Coronado Island","Venue",,"0",,,,,,"50"
"Hotel Shelley","Venue",,"0",,,,,,"50"
"Lenox Hotel","Venue",,"0",,,,,,"50"
"Ocean Five Hotel","Venue",,"0",,,,,,"50"
"The Outlaw, a WestCoast Hotel","Venue",,"0",,,,,,"50"
"Monaco Resort Hotel","Venue",,"0",,,,,,"50"
"The Grand Hotel","Venue",,"0",,,,,,"50"
"Red Lion Hotel On The Falls","Venue",,"0",,,,,,"50"
"Sheraton Milford Hotel","Venue",,"0",,,,,,"50"
"Red Lion Hotel Olympia","Venue",,"0",,,,,,"50"
"Best Western Richmond Suites Hotel-Baton Rouge","Venue",,"0",,,,,,"50"
"Best Western Gettysburg Hotel-Est 1797","Venue",,"0","1 Carlisle Street","Gettysburg","Pennsylvania","17325","United States","50"
"Hotel Molokai Resort","Venue",,"0",,,,,,"50"
"Grand Rios, A Sterling Hotel","Venue",,"0",,,,,,"50"
"Best Western Lighthouse Hotel","Venue",,"0","104 Rockaway Beach Avenue","Pacifica","California","94044","United States","50"
"Hotel Aspen","Venue",,"0",,,,,,"50"
"Kellogg Conference Hotel @ Gallaudet University","Venue",,"0","800 Florida Avenue Northeast","Washington","District of Columbia","20002","United States","50"
"Hotel La Salle","Venue",,"0",,,,,,"50"
"Regency Hotel Downtown","Venue",,"0",,,,,,"50"
"Chelsea Star Hotel","Venue",,"0",,,,,,"50"
"Baldwin Hotel","Venue",,"0","262 Sutter Street","San Francisco","California","94108","United States","50"
"Universal's Hard Rock Hotel","Venue",,"0",,,,,,"50"
"Best Western Avalon Hotel Six Flags","Venue",,"0",,,,,,"50"
"Radisson Hotel Cleveland Gateway","Venue",,"0","611 Huron Road East","Cleveland","Ohio","44115","United States","50"
"Waters Edge Hotel, a Joie de Vivre Boutique Hotel","Venue",,"0","13 Main Street","Tiburon","California","94920","United States","50"
"Princess Ann Hotel","Venue",,"0",,,,,,"50"
"Redmont Hotel","Venue",,"0",,,,,,"50"
"Aqua Aloha Surf Hotel","Venue",,"0",,,,,,"50"
"South St. Paul Hotel & Conference Center","Venue",,"0",,,,,,"50"
"Best Western Fireside Hotel","Venue",,"0",,,,,,"50"
"Terrible's Hotel & Casino","Venue",,"0",,,,,,"50"
"Radisson Hotel Pewaukee","Venue",,"0",,,,,,"50"
"The Charles Hotel","Venue",,"0",,,,,,"50"
"Sheraton St. Louis City Center Hotel And Suites","Venue",,"0",,,,,,"50"
"Best Western Royal Plaza Hotel","Venue",,"0",,,,,,"50"
"Plaza by the Green - A Best Western Hotel","Venue",,"0",,,,,,"50"
"Sheraton Read House Hotel Chattanooga","Venue",,"0",,,,,,"50"
"Park Central Hotel","Venue",,"0",,,,,,"50"
"Oceanside Inn Hotel & Suites","Venue",,"0",,,,,,"50"
"San Juan Hotel","Venue",,"0",,,,,,"50"
"Holiday Inn Express Hotel Scottsdale","Venue",,"0",,,,,,"50"
"Radisson Hotel SFO Waterfront","Venue",,"0","2426-2268 Sierra Point Parkway","Brisbane","California","94005","United States","50"
"Woodfin Suites Hotel Emeryville","Venue",,"0","5815 Shellmound Way","Emeryville","California","94608","United States","50"
"Bentley Hotel","Venue",,"0",,,,,,"50"
"Embassy Suites Hotel Destin Miramar Beach","Venue",,"0",,,,,,"50"
"Commodore Hotel","Venue",,"0","817 Sutter Street","San Francisco","California","94109","United States","50"
"St. Gregory Hotel And Suites","Venue",,"0","1154 20th Street Northwest","Washington","District of Columbia","20036","United States","50"
"Ramada Hotel Mayo Clinic Area and Conference Center","Venue",,"0",,,,,,"50"
"Hotel Huntington Beach","Venue",,"0",,,,,,"50"
"Broadway Plaza Hotel","Venue",,"0",,,,,,"50"
"Best Western The Plaza Hotel","Venue",,"0",,,,,,"50"
"Affinia Dumont Hotel","Venue",,"0",,,,,,"50"
"Quality Inn Hotel and Conference Center","Venue",,"0",,,,,,"50"
"Roosevelt Hotel","Venue",,"0",,,,,,"50"
"Days Inn Hotel Circle","Venue",,"0",,,,,,"50"
"Valley Park Hotel","Venue",,"0",,"San Jose","California","95128","United States","50"
"Suncoast Hotel and Casino","Venue",,"0",,,,,,"50"
"President Hotel","Venue",,"0",,,,,,"50"
"Algonquin Hotel","Venue",,"0",,,,,,"50"
"Best Western Capitol Skyline Hotel","Venue",,"0",,"Washington","District of Columbia","20024","United States","50"
"Claridge Hotel, a Clarion collection","Venue",,"0",,,,,,"50"
"Best Western Sovereign Hotel West Springfield","Venue",,"0",,,,,,"50"
"The Florida Hotel","Venue",,"0",,,,,,"50"
"Hotel Teatro","Venue",,"0",,,,,,"50"
"Crest Hotel Suites","Venue",,"0",,,,,,"50"
"Bay Shores Peninsula Hotel","Venue",,"0",,,,,,"50"
"Stockton Grand Hotel","Venue",,"0","2324 Grand Canal Boulevard","Stockton","California","8214","United States","50"
"Alpha Hotel Airport","Venue",,"0",,,,,,"50"
"The Fairmount Hotel","Venue",,"0",,,,,,"50"
"Sheraton Spindletop Hotel Heliport","Venue",,"0",,,,,,"50"
"Beautiful Hotel Taipei","Venue",,"0",,,,,,"50"
"Mirador Hotel Kaohsiung","Venue",,"0",,,,,,"50"
"Jin Pin Hotel","Venue",,"0",,,,,,"50"
"Kindness Hotel Houyi Jiuru","Venue",,"0",,,,,,"50"
"Shun Yu Business Hotel","Venue",,"0",,,,,,"50"
"Famous Hotel","Venue",,"0",,,,,,"50"
"Mirage Hotel","Venue",,"0",,,,,,"50"
"Majesty Hotel","Venue",,"0",,,,,,"50"
"Royal Palace Hotel","Venue",,"0",,,,,,"50"
"Sol Hotel","Venue",,"0",,,,,,"50"
"Harmony Hotel","Venue",,"0",,,,,,"50"
"Capital Hotel Songshan","Venue",,"0",,,,,,"50"
"The Gaia Hotel Taipei","Venue",,"0",,,,,,"50"
"Jinshan Sakura Bay Hot Spring Hotel","Venue",,"0",,,,,,"50"
"9Hotel","Venue",,"0",,,,,,"50"
"The Tango Hotel Taipei Fuhsing","Venue",,"0",,,,,,"50"
"Hotel Castillo De Amour - Eggplant Castle","Venue",,"0",,,,,,"50"
"Tan Hui Modern Hotel","Venue",,"0",,,,,,"50"
"Wego Boutique Hotel Taoyuan","Venue",,"0",,,,,,"50"
"Shangri-La'S Far Eastern Plaza Hotel Tainan","Venue",,"0",,,,,,"50"
"Hotel King’S Town","Venue",,"0",,,,,,"50"
"Shin Yuan Hotel","Venue",,"0",,,,,,"50"
"Diary Of Taipei Hotel Ii","Venue",,"0",,,,,,"50"
"Wego Boutique Hotel Dazhi","Venue",,"0",,,,,,"50"
"City Lake Hotel","Venue",,"0",,,,,,"50"
"Beauty Hotels Taipei - Hotel B6","Venue",,"0",,,,,,"50"
"Fullon Hotel Tamsui Fishermen'S Wharf","Venue",,"0",,,,,,"50"
"Many Flower Business Hotel","Venue",,"0",,,,,,"50"
"Mrt Hotel","Venue",,"0",,,,,,"50"
"The Metro Hotel","Venue",,"0",,,,,,"50"
"Vendome Hotel","Venue",,"0",,,,,,"50"
"Dhow Palace Hotel","Venue",,"0",,,,,,"50"
"New Dodoma Hotel","Venue",,"0",,,,,,"50"
"Protea Hotel Oyster Bay","Venue",,"0",,,,,,"50"
"DoubleTree by Hilton Hotel Zanzibar - Stone Town","Venue",,"0",,,,,,"50"
"Formula 10 Livingstone Hotel","Venue",,"0",,,,,,"50"
"Demora Hotel","Venue",,"0",,,,,,"50"
"Kadashevskaya Hotel","Venue",,"0",,,,,,"50"
"Kings Way Hotel Golden Tulip","Venue",,"0",,,,,,"50"
"Petra Guest House Hotel","Venue",,"0",,,,,,"50"
"Best Western Coral Beach Hotel","Venue",,"0",,,,,,"50"
"Hotel Kasbal Lamrani","Venue",,"0",,,,,,"50"
"Livingstone Hotel","Venue",,"0",,,,,,"50"
"Seyyida Hotel And Spa","Venue",,"0",,,,,,"50"
"Hotel B Business Twin","Venue",,"0",,,,,,"50"
"Maru Maru Hotel","Venue",,"0",,,,,,"50"
"Beyt-Al-Salaam Boutique Hotel","Venue",,"0",,,,,,"50"
"La Madrugada Beach Hotel & Resort","Venue",,"0",,,,,,"50"
"Ras Nungwi Beach Hotel","Venue",,"0",,,,,,"50"
"Hotel Nungwi Inn","Venue",,"0",,,,,,"50"
"Karafuu Hotel Beach Resort","Venue",,"0",,,,,,"50"
"Colosseum Hotel And Fitness Club","Venue",,"0",,,,,,"50"
"Hotel Neptune","Venue",,"0",,,,,,"50"
"Hotel Mapenzi Beach Club","Venue",,"0",,,,,,"50"
"Mbweni Ruins Hotel","Venue",,"0",,,,,,"50"
"Hotel Macia Gran Via Granada","Venue",,"0",,,,,,"50"
"New Africa Hotel","Venue",,"0",,,,,,"50"
"Protea Hotel Courtyard Dar Es Salaam","Venue",,"0",,,,,,"50"
"Kilimanjaro Hotel Kempinski","Venue",,"0",,,,,,"50"
"Accomondia Hotel","Venue",,"0",,,,,,"50"
"Nyumbani Hotels -Tanga","Venue",,"0",,,,,,"50"
"Hotel Roayl Nikko Taipei","Venue",,"0",,,,,,"50"
"Monarch Skyline Hotel","Venue",,"0",,,,,,"50"
"Fude Lime Hotel","Venue",,"0",,,,,,"50"
"Taisugar Hotel Taipei","Venue",,"0",,,,,,"50"
"Lealea Garden Hotels Kaohsiung","Venue",,"0",,,,,,"50"
"Harazuru Hotel","Venue",,"0",,,,,,"50"
"Just Sleep Hotel Hualien Zhongzheng","Venue",,"0",,,,,,"50"
"Southe Garden Hotels And Resorts","Venue",,"0",,,,,,"50"
"Morwing Hotel","Venue",,"0",,,,,,"50"
"Hotel Indigo Taipei Xinyi","Venue",,"0",,,,,,"50"
"Alishan Shermuh International Tourist Hotel","Venue",,"0",,,,,,"50"
"Royal Chiayi Hotel","Venue",,"0",,,,,,"50"
